0,0,-8.8674,3.4796,NaN,NaN,NaN,NaN,NaN,1,1,0,0,0,1,0,1
0.033,0.033,-8.9011,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.066,0.066,-8.9347,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.099,0.099,-8.9684,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.133,0.133,-9.0021,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.166,0.166,-9.0358,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.199,0.199,-9.0694,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.233,0.233,-9.1031,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.266,0.266,-9.1368,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.299,0.299,-9.1705,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.333,0.333,-9.2041,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.366,0.366,-9.2378,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.399,0.399,-9.2715,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.433,0.433,-9.3052,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.466,0.466,-9.3388,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.499,0.499,-9.3725,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.533,0.533,-9.4062,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.566,0.566,-9.4399,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.599,0.599,-9.4735,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.633,0.633,-9.5072,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.666,0.666,-9.5409,3.4796,NaN,NaN,NaN,0.033674,1.0102,1,1,0,0,0,1,0,1
0.699,0.699,-9.4876,3.4712,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.733,0.733,-9.4343,3.4628,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.766,0.766,-9.3809,3.4544,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.799,0.799,-9.3276,3.4459,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.833,0.833,-9.2743,3.4375,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.866,0.866,-9.221,3.4291,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.899,0.899,-9.1677,3.4207,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.933,0.933,-9.1143,3.4123,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.966,0.966,-9.061,3.4038,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
0.999,0.999,-9.0077,3.3954,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.033,1.033,-8.9544,3.387,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.066,1.066,-8.9011,3.3786,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.099,1.099,-8.8478,3.3702,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.133,1.133,-8.7944,3.3618,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.166,1.166,-8.7411,3.3533,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.199,1.199,-8.6878,3.3449,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.233,1.233,-8.6345,3.3365,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.266,1.266,-8.5812,3.3281,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.299,1.299,-8.5279,3.3197,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.333,1.333,-8.4746,3.3112,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.366,1.366,-8.4212,3.3028,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.399,1.399,-8.3679,3.2944,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.433,1.433,-8.3146,3.286,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.466,1.466,-8.2613,3.2776,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.499,1.499,-8.208,3.2691,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.533,1.533,-8.1547,3.2607,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.566,1.566,-8.1013,3.2523,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.599,1.599,-8.048,3.2439,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
1.633,1.633,-7.9947,3.2355,NaN,NaN,NaN,0.053977,1.6193,1,1,0,0,0,1,0,1
